event_name,event_date,event_location,fighter_1,fighter_2,winner,weight_class,method,round,time,f1_kd,f1_sig_str,f1_sig_str_percent,f1_total_str,f1_td,f1_td_percent,f1_sub_att,f1_rev,f1_ctrl,f1_sig_str_head,f1_sig_str_body,f1_sig_str_leg,f1_sig_str_distance,f1_sig_str_clinch,f1_sig_str_ground,f2_kd,f2_sig_str,f2_sig_str_percent,f2_total_str,f2_td,f2_td_percent,f2_sub_att,f2_rev,f2_ctrl,f2_sig_str_head,f2_sig_str_body,f2_sig_str_leg,f2_sig_str_distance,f2_sig_str_clinch,f2_sig_str_ground
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Merab Dvalishvili,Sean O'Malley,Merab Dvalishvili,Bantamweight,SUB Guillotine Choke,3,4:42,0,17 of 37,45%,48 of 72,2 of 4,50%,0,0,1:54,45%,10 of 30,7 of 7,0 of 0,9 of 27,3 of 3,0,12 of 23,52%,16 of 27,0 of 0,---,0,0,0:00,52%,5 of 15,6 of 7,1 of 1,11 of 22,1 of 1
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Allan Nascimento,Jafel Filho,Allan Nascimento,Flyweight,U-DEC,3,5:00,0,11 of 20,55%,22 of 37,2 of 4,50%,1,0,4:07,55%,6 of 12,5 of 7,0 of 1,4 of 11,5 of 7,0,4 of 9,44%,7 of 12,0 of 3,0%,0,0,0:04,44%,0 of 3,1 of 1,3 of 5,4 of 9,0 of 0
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Alice Ardelean,Rayanne dos Santos,Alice Ardelean,Women's Strawweight,U-DEC,3,5:00,0,23 of 45,51%,24 of 46,0 of 1,0%,0,0,0:29,51%,17 of 39,2 of 2,4 of 4,21 of 42,2 of 3,0,26 of 86,30%,28 of 89,0 of 0,---,0,0,0:16,30%,18 of 73,6 of 10,2 of 3,24 of 83,2 of 3
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Bolaji Oki,Michael Aswell,Bolaji Oki,Lightweight,U-DEC,3,5:00,0,36 of 92,39%,36 of 92,0 of 0,---,0,0,0:00,39%,23 of 75,9 of 11,4 of 6,36 of 92,0 of 0,0,24 of 84,28%,24 of 84,0 of 0,---,0,0,0:00,28%,16 of 72,3 of 4,5 of 8,24 of 84,0 of 0
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Jordan Leavitt,Kurt Holobaugh,Jordan Leavitt,Lightweight,SUB Anaconda Choke,1,1:39,0,0 of 1,0%,7 of 9,0 of 0,---,0,0,0:00,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0,1 of 1,100%,2 of 3,3 of 4,75%,1,0,1:27,100%,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Ramiz Brahimaj,Billy Ray Goff,Ramiz Brahimaj,Welterweight,SUB Guillotine Choke,1,3:16,0,1 of 3,33%,2 of 4,0 of 1,0%,0,0,0:59,33%,0 of 1,1 of 2,0 of 0,0 of 2,1 of 1,0,1 of 1,100%,9 of 10,2 of 3,66%,1,0,1:42,100%,0 of 0,1 of 1,0 of 0,0 of 0,1 of 1
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Zachary Reese,Dusko Todorovic,Zachary Reese,Middleweight,U-DEC,3,5:00,0,6 of 11,54%,19 of 27,2 of 2,100%,0,0,1:06,54%,3 of 7,3 of 4,0 of 0,2 of 6,4 of 5,0,10 of 15,66%,31 of 38,3 of 4,75%,1,1,3:01,66%,8 of 12,1 of 2,1 of 1,2 of 6,1 of 1
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Dustin Jacoby,Bruno Lopes,Dustin Jacoby,Light Heavyweight,KO/TKO Punch,1,1:50,1,17 of 29,58%,17 of 30,0 of 0,---,0,0,0:30,58%,16 of 28,0 of 0,1 of 1,11 of 21,6 of 8,0,3 of 9,33%,5 of 12,0 of 0,---,0,0,0:00,33%,1 of 4,1 of 2,1 of 3,2 of 7,1 of 2
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Mateusz Gamrot,Ludovit Klein,Mateusz Gamrot,Lightweight,U-DEC,3,5:00,0,10 of 19,52%,27 of 43,4 of 7,57%,0,0,3:06,52%,3 of 12,4 of 4,3 of 3,4 of 13,2 of 2,0,2 of 14,14%,6 of 19,0 of 0,---,0,0,0:00,14%,2 of 11,0 of 3,0 of 0,2 of 14,0 of 0
UFC Fight Night: Blanchfield vs. Barber,"May 31, 2025","Las Vegas, Nevada, USA",Ketlen Vieira,Macy Chiasson,Ketlen Vieira,Women's Featherweight,U-DEC,3,5:00,0,18 of 48,37%,29 of 64,0 of 0,---,0,0,1:06,37%,15 of 44,3 of 3,0 of 1,13 of 43,5 of 5,0,17 of 31,54%,18 of 32,0 of 0,---,0,0,0:08,54%,5 of 16,5 of 7,7 of 8,17 of 29,0 of 2
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Jared Gordon,Thiago Moises,Jared Gordon,Lightweight,KO/TKO Punch,1,3:37,1,7 of 13,53%,21 of 36,1 of 1,100%,0,0,2:36,53%,5 of 10,0 of 0,2 of 3,5 of 11,0 of 0,0,5 of 9,55%,11 of 16,0 of 0,---,0,0,0:00,55%,3 of 6,0 of 1,2 of 2,5 of 9,0 of 0
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Tecia Pennington,Luana Pinheiro,Tecia Pennington,Women's Strawweight,U-DEC,3,5:00,0,26 of 61,42%,30 of 67,0 of 0,---,0,0,0:00,42%,18 of 42,2 of 6,6 of 13,21 of 51,5 of 10,0,16 of 51,31%,19 of 55,0 of 2,0%,0,0,0:08,31%,11 of 44,3 of 4,2 of 3,11 of 43,5 of 8
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",HyunSung Park,Carlos Hernandez,HyunSung Park,Flyweight,SUB Rear Naked Choke,1,2:26,0,14 of 22,63%,17 of 27,1 of 1,100%,1,0,0:33,63%,5 of 13,6 of 6,3 of 3,11 of 19,3 of 3,0,4 of 17,23%,4 of 17,0 of 0,---,0,0,0:00,23%,2 of 15,0 of 0,2 of 2,4 of 17,0 of 0
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Denise Gomes,Elise Reed,Denise Gomes,Women's Strawweight,KO/TKO Punches,2,0:30,0,9 of 17,52%,33 of 43,0 of 0,---,0,0,0:00,52%,5 of 13,2 of 2,2 of 2,8 of 16,1 of 1,0,15 of 22,68%,55 of 63,3 of 3,100%,0,0,4:05,68%,8 of 13,5 of 7,2 of 2,7 of 14,8 of 8
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Luana Santos,Tainara Lisboa,Luana Santos,Women's Bantamweight,SUB Keylock,2,4:59,0,9 of 11,81%,17 of 20,1 of 1,100%,0,0,3:45,81%,5 of 7,2 of 2,2 of 2,8 of 10,1 of 1,0,5 of 19,26%,6 of 20,0 of 1,0%,0,0,0:00,26%,3 of 17,1 of 1,1 of 1,5 of 19,0 of 0
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Yadier del Valle,Connor Matthews,Yadier del Valle,Featherweight,SUB Rear Naked Choke,1,2:54,0,9 of 12,75%,28 of 34,1 of 1,100%,1,0,1:21,75%,4 of 6,1 of 1,4 of 5,6 of 8,0 of 0,0,3 of 10,30%,3 of 10,0 of 0,---,0,0,0:00,30%,0 of 5,0 of 1,3 of 4,3 of 10,0 of 0
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Gabe Green,Matheus Camilo,Gabe Green,Lightweight,SUB Rear Naked Choke,2,3:43,0,7 of 18,38%,17 of 30,0 of 0,---,0,0,0:09,38%,1 of 9,1 of 2,5 of 7,6 of 17,1 of 1,0,12 of 24,50%,30 of 43,1 of 2,50%,0,0,1:26,50%,6 of 14,4 of 6,2 of 4,11 of 21,0 of 1
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Melquizael Costa,Julian Erosa,Melquizael Costa,Featherweight,U-DEC,3,5:00,0,10 of 26,38%,10 of 27,1 of 3,33%,0,0,0:36,38%,5 of 19,1 of 3,4 of 4,9 of 24,0 of 0,0,32 of 75,42%,32 of 75,0 of 0,---,0,0,0:01,42%,14 of 52,7 of 10,11 of 13,32 of 73,0 of 2
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Nursulton Ruziboev,Dustin Stoltzfus,Nursulton Ruziboev,Middleweight,U-DEC,3,5:00,0,5 of 13,38%,10 of 18,0 of 1,0%,1,0,1:14,38%,2 of 10,1 of 1,2 of 2,5 of 13,0 of 0,0,13 of 27,48%,21 of 36,1 of 1,100%,0,1,1:24,48%,8 of 19,2 of 4,3 of 4,11 of 25,1 of 1
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Mairon Santos,Sodiq Yusuff,Mairon Santos,Lightweight,U-DEC,3,5:00,0,19 of 30,63%,19 of 30,0 of 1,0%,0,0,0:42,63%,4 of 11,7 of 10,8 of 9,18 of 29,1 of 1,0,9 of 27,33%,9 of 27,0 of 0,---,0,0,0:03,33%,4 of 18,2 of 5,3 of 4,8 of 26,1 of 1
UFC Fight Night: Burns vs. Morales,"May 17, 2025","Las Vegas, Nevada, USA",Michael Morales,Gilbert Burns,Michael Morales,Welterweight,KO/TKO Punches,1,3:39,0,5 of 18,27%,5 of 18,1 of 2,50%,0,0,0:30,27%,4 of 13,0 of 3,1 of 2,5 of 18,0 of 0,2,33 of 56,58%,35 of 58,0 of 0,---,0,0,0:10,58%,31 of 52,0 of 0,2 of 4,25 of 44,2 of 3
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Jasmine Jasudavicius,Jessica Andrade,Jasmine Jasudavicius,Women's Flyweight,SUB Rear Naked Choke,1,2:40,0,4 of 8,50%,4 of 8,0 of 0,---,0,0,0:00,50%,0 of 3,0 of 0,4 of 5,4 of 8,0 of 0,0,11 of 18,61%,27 of 37,1 of 2,50%,1,0,1:12,61%,9 of 16,1 of 1,1 of 1,8 of 15,0 of 0
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Bekzat Almakhan,Brad Katona,Bekzat Almakhan,Bantamweight,KO/TKO Punch,1,1:04,0,1 of 4,25%,1 of 4,0 of 0,---,0,0,0:00,25%,1 of 3,0 of 0,0 of 1,1 of 4,0 of 0,1,8 of 11,72%,8 of 11,0 of 0,---,0,0,0:02,72%,7 of 10,1 of 1,0 of 0,6 of 9,0 of 0
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Daniel Santos,JeongYeong Lee,Daniel Santos,Featherweight,U-DEC,3,5:00,0,33 of 78,42%,40 of 85,0 of 5,0%,0,0,1:07,42%,20 of 53,6 of 13,7 of 12,33 of 78,0 of 0,0,35 of 61,57%,35 of 61,0 of 0,---,0,0,0:00,57%,16 of 39,10 of 11,9 of 11,34 of 59,1 of 1
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Marc-Andre Barriault,Bruno Silva,Marc-Andre Barriault,Middleweight,KO/TKO Elbows,1,1:27,1,14 of 24,58%,14 of 24,0 of 0,---,0,0,0:18,58%,11 of 19,3 of 4,0 of 1,4 of 10,7 of 10,0,6 of 12,50%,6 of 12,0 of 1,0%,0,0,0:00,50%,4 of 10,2 of 2,0 of 0,1 of 6,5 of 5
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Navajo Stirling,Ivan Erslan,Navajo Stirling,Light Heavyweight,U-DEC,3,5:00,0,31 of 76,40%,31 of 76,0 of 0,---,0,0,0:00,40%,2 of 31,11 of 20,18 of 25,31 of 76,0 of 0,0,12 of 30,40%,12 of 30,0 of 0,---,0,0,0:00,40%,11 of 29,1 of 1,0 of 0,12 of 30,0 of 0
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Modestas Bukauskas,Ion Cutelaba,Modestas Bukauskas,Light Heavyweight,S-DEC,3,5:00,0,12 of 34,35%,12 of 34,0 of 0,---,0,0,0:00,35%,7 of 29,1 of 1,4 of 4,12 of 34,0 of 0,0,17 of 46,36%,17 of 46,0 of 0,---,0,0,0:00,36%,4 of 26,3 of 4,10 of 16,17 of 46,0 of 0
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Valentina Shevchenko,Manon Fiorot,Valentina Shevchenko,Women's Flyweight,U-DEC,5,5:00,0,19 of 36,52%,57 of 75,1 of 1,100%,0,0,1:34,52%,15 of 31,0 of 1,4 of 4,18 of 35,0 of 0,0,13 of 32,40%,20 of 39,0 of 0,---,0,0,0:00,40%,6 of 25,5 of 5,2 of 2,13 of 32,0 of 0
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Mike Malott,Charles Radtke,Mike Malott,Welterweight,KO/TKO Punch,2,0:26,0,27 of 47,57%,27 of 47,0 of 0,---,0,0,0:00,57%,12 of 29,5 of 8,10 of 10,25 of 44,2 of 3,0,10 of 29,34%,10 of 29,0 of 0,---,0,0,0:00,34%,9 of 27,0 of 0,1 of 2,9 of 27,1 of 2
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Benoit Saint Denis,Kyle Prepolec,Benoit Saint Denis,Lightweight,SUB Arm Triangle,2,2:35,0,10 of 16,62%,27 of 43,2 of 3,66%,1,0,4:32,62%,7 of 13,1 of 1,2 of 2,2 of 3,0 of 0,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Natalia Silva,Alexa Grasso,Natalia Silva,Women's Flyweight,U-DEC,3,5:00,0,11 of 36,30%,12 of 37,0 of 1,0%,0,0,0:13,30%,7 of 25,0 of 2,4 of 9,10 of 35,1 of 1,0,16 of 48,33%,24 of 56,0 of 0,---,0,0,0:00,33%,6 of 36,3 of 3,7 of 9,16 of 48,0 of 0
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Aiemann Zahabi,Jose Aldo,Aiemann Zahabi,Featherweight,U-DEC,3,5:00,0,23 of 59,38%,23 of 59,0 of 0,---,0,0,0:00,38%,12 of 42,6 of 12,5 of 5,23 of 59,0 of 0,0,21 of 46,45%,21 of 46,0 of 0,---,0,0,0:00,45%,15 of 39,4 of 5,2 of 2,18 of 43,3 of 3
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025","Montreal, Quebec, Canada",Jack Della Maddalena,Belal Muhammad,Jack Della Maddalena,Welterweight,U-DEC,5,5:00,0,21 of 49,42%,21 of 49,0 of 1,0%,0,0,0:04,42%,15 of 40,5 of 8,1 of 1,18 of 46,3 of 3,0,28 of 61,45%,28 of 61,0 of 0,---,0,0,0:00,45%,14 of 39,7 of 11,7 of 11,27 of 58,1 of 3
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Yana Santos,Miesha Tate,Yana Santos,Women's Bantamweight,U-DEC,3,5:00,0,31 of 61,50%,43 of 76,0 of 1,0%,0,0,0:25,50%,14 of 44,9 of 9,8 of 8,19 of 47,12 of 14,0,22 of 55,40%,33 of 72,0 of 2,0%,0,0,0:47,40%,14 of 43,4 of 7,4 of 5,20 of 52,2 of 3
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Juliana Miller,Ivana Petrovic,Juliana Miller,Women's Flyweight,U-DEC,3,5:00,0,4 of 12,33%,11 of 20,0 of 2,0%,0,0,2:04,33%,4 of 12,0 of 0,0 of 0,3 of 9,1 of 3,0,7 of 12,58%,32 of 39,1 of 3,33%,0,0,1:48,58%,0 of 3,2 of 4,5 of 5,7 of 12,0 of 0
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Thomas Petersen,Don'Tale Mayes,Thomas Petersen,Heavyweight,U-DEC,3,5:00,0,1 of 3,33%,12 of 19,3 of 3,100%,1,0,4:34,33%,1 of 3,0 of 0,0 of 0,0 of 2,0 of 0,0,1 of 5,20%,9 of 15,0 of 0,---,0,0,0:00,20%,1 of 5,0 of 0,0 of 0,1 of 5,0 of 0
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Quang Le,Gaston Bolanos,Quang Le,Bantamweight,SUB Rear Naked Choke,2,1:54,0,0 of 4,0%,3 of 7,0 of 0,---,0,0,0:00,0%,0 of 2,0 of 0,0 of 2,0 of 4,0 of 0,0,2 of 3,66%,20 of 21,3 of 5,60%,0,0,4:24,66%,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Gillian Robertson,Marina Rodriguez,Gillian Robertson,Women's Strawweight,KO/TKO Punches,2,2:07,0,2 of 13,15%,5 of 16,0 of 0,---,0,0,0:00,15%,2 of 11,0 of 2,0 of 0,2 of 13,0 of 0,0,11 of 25,44%,42 of 63,1 of 2,50%,0,0,3:34,44%,7 of 17,2 of 5,2 of 3,6 of 17,0 of 0
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Azamat Bekoev,Ryan Loder,Azamat Bekoev,Middleweight,KO/TKO Punch,1,2:44,0,13 of 25,52%,15 of 27,0 of 4,0%,0,0,0:13,52%,6 of 15,7 of 10,0 of 0,6 of 17,7 of 8,2,23 of 46,50%,39 of 66,0 of 1,0%,0,0,1:04,50%,21 of 42,2 of 4,0 of 0,17 of 31,5 of 11
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Daniel Rodriguez,Santiago Ponzinibbio,Daniel Rodriguez,Welterweight,KO/TKO Punch,3,1:12,0,15 of 35,42%,15 of 35,0 of 2,0%,0,0,0:02,42%,5 of 19,3 of 9,7 of 7,15 of 35,0 of 0,0,35 of 81,43%,35 of 81,0 of 0,---,0,0,0:07,43%,20 of 61,13 of 16,2 of 4,34 of 80,1 of 1
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Mason Jones,Jeremy Stephens,Mason Jones,Lightweight,U-DEC,3,5:00,0,21 of 47,44%,24 of 53,0 of 0,---,0,0,0:00,44%,6 of 28,3 of 6,12 of 13,20 of 45,1 of 2,0,39 of 103,37%,41 of 108,2 of 2,100%,0,0,0:43,37%,22 of 80,9 of 13,8 of 10,36 of 100,3 of 3
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Serhiy Sidey,Cameron Smotherman,Serhiy Sidey,Bantamweight,U-DEC,3,5:00,0,22 of 43,51%,25 of 46,0 of 0,---,0,0,0:00,51%,16 of 34,6 of 9,0 of 0,22 of 40,0 of 3,0,27 of 50,54%,28 of 51,0 of 1,0%,0,0,0:55,54%,12 of 33,7 of 8,8 of 9,23 of 45,4 of 5
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Montel Jackson,Daniel Marcos,Montel Jackson,Bantamweight,U-DEC,3,5:00,0,4 of 12,33%,22 of 31,1 of 4,25%,0,0,2:07,33%,2 of 8,1 of 2,1 of 2,3 of 11,1 of 1,0,4 of 7,57%,7 of 11,1 of 1,100%,0,0,1:26,57%,2 of 4,1 of 2,1 of 1,3 of 6,1 of 1
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Reinier de Ridder,Bo Nickal,Reinier de Ridder,Middleweight,KO/TKO Knee,2,1:53,0,5 of 10,50%,43 of 49,0 of 2,0%,0,0,1:52,50%,2 of 7,3 of 3,0 of 0,1 of 5,4 of 5,0,2 of 6,33%,17 of 24,1 of 1,100%,0,0,2:00,33%,1 of 5,1 of 1,0 of 0,0 of 4,2 of 2
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025","Des Moines, Iowa, USA",Cory Sandhagen,Deiveson Figueiredo,Cory Sandhagen,Bantamweight,KO/TKO,2,4:08,0,31 of 39,79%,53 of 78,1 of 1,100%,0,0,3:37,79%,22 of 30,1 of 1,8 of 8,10 of 13,0 of 0,0,2 of 2,100%,3 of 3,1 of 4,25%,0,0,0:04,100%,1 of 1,0 of 0,1 of 1,1 of 1,1 of 1
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Joselyne Edwards,Chelsea Chandler,Joselyne Edwards,Women's Bantamweight,KO/TKO Punches,1,2:31,0,10 of 23,43%,11 of 24,0 of 0,---,0,0,0:00,43%,6 of 17,2 of 4,2 of 2,9 of 21,1 of 2,0,30 of 42,71%,35 of 47,1 of 1,100%,0,0,0:49,71%,14 of 23,3 of 5,13 of 14,27 of 39,1 of 1
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Timmy Cuamba,Roberto Romero,Timmy Cuamba,Featherweight,KO/TKO Flying Knee,2,3:55,0,9 of 27,33%,9 of 27,0 of 2,0%,0,0,0:04,33%,7 of 24,2 of 3,0 of 0,7 of 24,2 of 3,0,22 of 34,64%,27 of 40,0 of 2,0%,0,0,1:28,64%,2 of 13,14 of 15,6 of 6,17 of 28,5 of 6
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Jaqueline Amorim,Polyana Viana,Jaqueline Amorim,Women's Strawweight,SUB Rear Naked Choke,2,1:49,0,5 of 6,83%,25 of 36,1 of 1,100%,0,0,4:54,83%,5 of 5,0 of 0,0 of 1,0 of 1,0 of 0,0,0 of 1,0%,21 of 24,0 of 0,---,0,0,0:00,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Malcolm Wellmaker,Cameron Saaiman,Malcolm Wellmaker,Bantamweight,KO/TKO Punch,1,1:59,1,6 of 12,50%,6 of 12,0 of 0,---,0,0,0:01,50%,1 of 6,4 of 4,1 of 2,6 of 11,0 of 0,0,9 of 18,50%,9 of 18,0 of 0,---,0,0,0:00,50%,1 of 9,1 of 2,7 of 7,9 of 18,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Da'Mon Blackshear,Alatengheili,Da'Mon Blackshear,Bantamweight,U-DEC,3,5:00,0,37 of 78,47%,37 of 78,0 of 0,---,0,0,0:00,47%,17 of 45,15 of 21,5 of 12,37 of 78,0 of 0,0,11 of 45,24%,11 of 45,0 of 0,---,0,0,0:00,24%,7 of 38,1 of 4,3 of 3,11 of 45,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Chris Gutierrez,John Castaneda,Chris Gutierrez,Featherweight,S-DEC,3,5:00,1,9 of 16,56%,19 of 29,0 of 0,---,0,0,0:37,56%,4 of 9,1 of 1,4 of 6,7 of 13,0 of 0,0,6 of 17,35%,17 of 29,0 of 0,---,0,0,1:58,35%,1 of 3,1 of 3,4 of 11,6 of 17,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Evan Elder,Gauge Young,Evan Elder,Lightweight,U-DEC,3,5:00,0,35 of 57,61%,35 of 57,0 of 2,0%,0,0,0:16,61%,13 of 31,14 of 18,8 of 8,35 of 57,0 of 0,0,21 of 37,56%,21 of 37,0 of 1,0%,0,0,0:02,56%,6 of 15,9 of 15,6 of 7,21 of 37,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Matt Schnell,Jimmy Flick,Matt Schnell,Flyweight,U-DEC,3,5:00,0,6 of 15,40%,20 of 30,0 of 0,---,0,0,0:00,40%,5 of 14,1 of 1,0 of 0,6 of 15,0 of 0,0,8 of 11,72%,33 of 37,2 of 3,66%,0,0,3:41,72%,4 of 5,0 of 1,4 of 5,7 of 10,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Ikram Aliskerov,Andre Muniz,Ikram Aliskerov,Middleweight,KO/TKO Punches,1,4:54,1,44 of 68,64%,55 of 80,0 of 0,---,0,0,0:32,64%,26 of 46,10 of 13,8 of 9,25 of 44,1 of 1,0,16 of 36,44%,16 of 36,0 of 1,0%,0,0,0:00,44%,6 of 23,6 of 9,4 of 4,16 of 36,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Randy Brown,Nicolas Dalby,Randy Brown,Welterweight,KO/TKO Punch,2,1:39,0,22 of 52,42%,26 of 56,0 of 0,---,0,0,0:00,42%,19 of 48,1 of 2,2 of 2,22 of 52,0 of 0,1,15 of 39,38%,29 of 55,0 of 0,---,0,0,1:22,38%,6 of 23,0 of 1,9 of 15,14 of 37,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Abus Magomedov,Michel Pereira,Abus Magomedov,Middleweight,U-DEC,3,5:00,0,7 of 20,35%,7 of 20,0 of 0,---,0,0,0:00,35%,0 of 4,4 of 9,3 of 7,7 of 20,0 of 0,0,18 of 31,58%,23 of 37,1 of 1,100%,0,0,0:52,58%,10 of 23,5 of 5,3 of 3,13 of 26,2 of 2
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",David Onama,Giga Chikadze,David Onama,Featherweight,U-DEC,3,5:00,0,21 of 43,48%,26 of 48,0 of 0,---,0,0,0:00,48%,9 of 26,4 of 7,8 of 10,21 of 43,0 of 0,0,13 of 26,50%,13 of 30,1 of 1,100%,0,0,0:44,50%,9 of 17,0 of 2,4 of 7,13 of 26,0 of 0
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Zhang Mingyang,Anthony Smith,Zhang Mingyang,Light Heavyweight,KO/TKO Elbows,1,4:03,0,10 of 21,47%,11 of 22,0 of 1,0%,0,0,0:16,47%,8 of 18,2 of 3,0 of 0,10 of 21,0 of 0,0,63 of 81,77%,76 of 97,0 of 0,---,0,0,1:28,77%,42 of 58,6 of 8,15 of 15,35 of 46,3 of 4
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025","Kansas City, Missouri, USA",Ian Machado Garry,Carlos Prates,Ian Machado Garry,Welterweight,U-DEC,5,5:00,0,15 of 39,38%,15 of 39,0 of 1,0%,0,0,0:12,38%,8 of 25,3 of 7,4 of 7,11 of 34,0 of 0,0,7 of 16,43%,7 of 16,0 of 0,---,0,0,0:02,43%,2 of 8,2 of 3,3 of 5,7 of 16,0 of 0
UFC 314: Volkanovski vs. Lopes,"April 12, 2025","Miami, Florida, USA",Virna Jandiroba,Yan Xiaonan,Virna Jandiroba,Women's Strawweight,U-DEC,3,5:00,0,6 of 17,35%,31 of 50,0 of 0,---,0,0,0:00,35%,4 of 11,2 of 4,0 of 2,5 of 16,0 of 0,0,4 of 9,44%,18 of 31,1 of 5,20%,0,0,3:03,44%,4 of 9,0 of 0,0 of 0,3 of 7,0 of 1
